

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(26-MAY-2025 11:12:09)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823016,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823017,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823018,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823019,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823020,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823021,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823022,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823023,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823024,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823025,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823026,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823027,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823028,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823029,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823030,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823031,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823032,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823033,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823034,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823035,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823036,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823037,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823038,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823039,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823040,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823041,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823042,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823043,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823044,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823045,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823046,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823047,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823048,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823049,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823050,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823051,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,823052,0,1,D, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,824004,21,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,21,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,21,2,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,21,2,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,20,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,20,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,20,2,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,20,2,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,19,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,19,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,18,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,18,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,17,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,17,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,16,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,16,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,15,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,15,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,14,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,14,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,13,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,13,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,12,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,12,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,11,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,11,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,10,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,10,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,9,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,9,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,8,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,8,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,7,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,7,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,6,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,6,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,5,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,5,1,D, 	(26-MAY-2025 11:12:10)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,824004,4,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,4,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824004,3,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,3,1,D, 	(26-MAY-2025 11:12:10)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,2,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,2,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,824004,2,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,2,1,D, 	(26-MAY-2025 11:12:10)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,null, , ,,,1,, 	(26-MAY-2025 11:12:10)	 (Not Inserted)
2,1, 0, 0,824004,1,1,D, 	(26-MAY-2025 11:12:10)
2,1, 0, 0,824005,1,1,D, 	(26-MAY-2025 11:12:10)
