

<<START>>,<<FMS_BUY_DAILY_ALLOCATION>>,,,,,, 	(11-APR-2025 16:15:08)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,825014, 4,D, 	(11-APR-2025 16:15:09)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,1, 0, 0,825014, 4,D, 	(11-APR-2025 16:15:09)
2,1, 0, 0,825014, 4,D, 	(11-APR-2025 16:15:09)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:09)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825016, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,14, 0, 0,825115, 0,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,14, 0, 0,825118, 0,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825114, 0,I, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825018, 4,D, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825120, 0,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825097, 0,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,14, 0, 0,825119, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,51, 0, 0,825098, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825125, 5,D, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,124, 0, 0,825149, 2,I, 	(11-APR-2025 16:15:10)
2,124, 0, 0,825149, 2,I, 	(11-APR-2025 16:15:10)
2,124, 0, 0,825149, 2,I, 	(11-APR-2025 16:15:10)
2,124, 0, 0,825149, 2,I, 	(11-APR-2025 16:15:10)
2,124, 0, 0,825149, 2,I, 	(11-APR-2025 16:15:10)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,154, 0, 0,825124, 0,D, 	(11-APR-2025 16:15:10)
2,20, 0, 0,825105, 0,T, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,61, 0, 0,825151, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,51, 0, 0,825099, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825116, 0,I, 	(11-APR-2025 16:15:10)
2,14, 0, 0,825117, 1,I, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825019, 4,D, 	(11-APR-2025 16:15:10)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,, , ,, ,, 	(11-APR-2025 16:15:10)	 (Not Inserted)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
2,1, 0, 0,825020, 4,D, 	(11-APR-2025 16:15:10)
