

<<START>>,<<FMS_TRADER_CONT_SPLIT_PLANT>>,,,,,, 	(17-JUN-2025 12:06:01)
2,1, 0, 0,823030,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823031,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823032,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823033,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823034,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823035,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823036,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823037,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823038,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823039,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823040,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823041,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823042,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823043,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823044,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823045,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823046,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823047,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823048,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823049,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823050,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823051,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823052,4,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823016,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823017,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823018,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823019,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823020,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823021,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823022,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823023,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823024,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823025,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823026,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823027,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823028,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823029,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823030,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823031,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823032,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823033,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823034,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823035,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823036,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823037,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823038,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823039,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823040,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823041,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823042,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823043,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823044,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823045,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823046,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823047,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823048,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823049,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823050,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823051,3,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823052,3,1,D, 	(17-JUN-2025 12:06:07)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,2,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,1, 0, 0,823016,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823017,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823018,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823019,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823020,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823021,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823022,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823023,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823024,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823025,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823026,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823027,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823028,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823029,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823030,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823031,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823032,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823033,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823034,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823035,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823036,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823037,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823038,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823039,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823040,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823041,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823042,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823043,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823044,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823045,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823046,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823047,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823048,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823049,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823050,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823051,2,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823052,2,1,D, 	(17-JUN-2025 12:06:07)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,1, 0, 0,823016,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823017,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823018,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823019,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823020,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823021,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823022,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823023,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823024,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823025,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823026,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823027,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823028,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823029,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823030,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823031,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823032,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823033,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823034,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823035,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823036,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823037,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823038,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823039,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823040,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823041,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823042,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823043,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823044,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823045,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823046,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823047,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823048,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823049,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823050,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823051,1,1,D, 	(17-JUN-2025 12:06:07)
2,1, 0, 0,823052,1,1,D, 	(17-JUN-2025 12:06:07)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
2,null, , ,,,1,, 	(17-JUN-2025 12:06:07)	 (Not Inserted)
